funding_amount,market_size,team_experience_years,team_size,avg_education_level,has_patent,revenue_first_year,burn_rate,location_score,competition_score,sector,success_score
7898476.042346447,3785117.7339677736,5.877654841397499,6,2.925463966115625,0,910240.3933586996,0.5733625357728025,0.8922888584484404,0.223238579489128,SaaS,23.144034178983155
3537723.9106245884,2384061.0181760243,11.974390666399643,18,2.268787274399467,1,1045292.4534508728,0.7787877586553716,0.18996557979379547,0.4878203995174705,Fintech,15.279512787195275
899561.6514962554,2502250.9067106806,16.579512711780065,6,2.1153157462972088,1,1244257.093724632,0.5531661133332844,0.5344653811276078,0.750689456326151,AI,29.131130295740064
6607119.228926132,2888926.2654322432,8.520286941646486,17,2.221248395635611,0,457805.9638833167,0.6680979563255749,0.645645666027781,1.0,E-Commerce,25.484805816486062
1530882.5767510654,1013830.6106425687,9.046464930182568,23,2.702926810444117,0,672926.7799661017,0.22054219405226905,0.5674668158910184,0.23439639703510923,HealthTech,27.40645672554294
900607.936842259,3031566.245377169,3.211358043216844,5,3.0,1,451607.21077268024,1.0173827056642628,1.0,0.20710834279366458,SaaS,22.457575093142584
9396312.47109327,1484389.8008544978,10.773610770289451,27,2.3173830372333093,1,933088.5177419794,0.37502083832600364,0.552365251205067,0.4334031274977612,EdTech,28.09650175400924
1202851.4484242476,4767014.700731556,17.063579089099143,21,2.2758782041996017,0,1000042.1965457071,0.5056883932914306,0.6632988523346616,0.47567835039662765,Fintech,38.70589897788496
2805975.749688387,1775431.8236694608,6.437942640082911,31,2.2313746125735694,0,127707.00651290372,0.8354876963116362,0.6908840676428726,0.2223923288963805,E-Commerce,15.208286092153424
2513898.978922123,3409149.6159920464,10.539144070982225,18,1.9740113108965573,0,1735745.9864965784,0.1366683118137405,0.5526299470980631,0.5441281053431117,E-Commerce,29.35081682232941
407970.6015514584,4249859.098136163,20.636751070820925,4,2.531914006849094,1,969337.8270855764,0.4394202978592102,0.5331087655288247,0.8250111486747396,Fintech,29.06569134951315
9426924.34382707,8384786.671063382,14.195433394647882,37,2.3194965793691495,0,851714.5232326458,0.663309163171841,0.4605152353399446,0.7473959836487133,Fintech,14.17381877995869
1670133.3779595073,8343536.079080435,15.7543449436563,38,2.4653873455693223,0,966523.4135508996,0.4155985614810368,0.49634403152674506,0.8778071083191804,E-Commerce,26.192572197113776
1057018.3385031587,1452833.1533011768,12.163910464381305,7,1.7644298613017095,0,673843.2542917022,0.8810624072213393,0.721752294444888,0.0,AI,24.31719923089546
2877698.0860255053,11910938.592496663,1.683808615976286,14,2.395453161396677,1,1737974.5240267543,0.7236713225401317,0.7693167971686807,0.3572640846195514,AI,36.4748560367562
5186783.950682144,3938468.169109474,13.17200446349348,22,1.6683273676303092,1,923738.7337738206,0.726678772870699,0.7999648493820589,0.23536597950539767,AI,28.18564932201232
1015377.064985912,1693317.1710199458,13.011530959155968,28,2.1057130277803298,0,1428396.9912832635,0.8183640133780123,0.7108233002648187,1.0,Fintech,18.119846046901845
326710.56550214463,11797562.369194455,9.711502845215872,21,2.7547753424302637,0,374176.39294693025,0.3297444125762293,0.4411727419949152,0.6099091515042484,AI,28.253081475047026
555992.8450289054,514997.4615959816,12.271767926951911,15,2.329692885858306,1,1069120.7160293409,0.8020266170751708,0.6458422748230137,0.6325161764003666,AI,20.43848750053538
1686809.9971823702,3826346.0710117365,16.102642377087093,16,2.3605836278660566,1,941228.9163359348,0.8159038084048147,0.20138792578916875,0.17588191798130975,AI,15.91637274268136
1076862.2042122257,5953841.025704061,10.575579668087126,21,2.644608748355396,0,965431.0326369302,0.9207171779138794,0.6184253316868218,0.29065044404313445,HealthTech,20.017293292226945
523094.355432433,1606378.6487301593,10.209916559627855,28,2.960384915582992,0,1196413.7341299595,0.44189121216849314,0.6949394176926403,0.46722833732806834,SaaS,17.844749159990712
1150260.916447006,2132658.3460362665,6.651237943551551,13,2.313945220347459,0,1164331.0011412406,0.7223843707857688,0.8641323311056334,0.4143034622839052,EdTech,12.577796977670776
5180956.112545512,2507531.7539372602,17.572962222886886,23,2.0344312348983276,0,1975506.2800631498,1.0653961058107506,0.6138762270265558,0.5400476483292689,HealthTech,29.32861572763862
2675811.7102222103,3202075.4051000294,13.569541057287768,11,1.3052162533455156,0,441307.94350519613,0.5582649430121334,0.5413616826702476,0.9843077906073792,E-Commerce,17.56221997234364
834107.8548090936,4317412.238887243,9.964608818248374,17,2.192662824707691,1,830370.7580579923,0.8627703065468717,0.37161235477151916,0.5015847655905671,EdTech,31.79284726445168
7202170.925326867,3517341.978342158,14.903885476648984,19,2.0147962094178977,0,1215150.6794787766,0.4796925621628464,0.7331170472626858,0.7713217511114775,SaaS,25.78411660343711
1532446.659212121,4700467.188021457,10.456634722267937,29,1.1842969578924383,1,4594.002438001102,0.350987833954559,0.8727724459627819,0.7237962454929214,E-Commerce,16.166184344936163
137574.9372678167,2116350.2728916663,24.102075061237013,24,1.8202138569752553,0,219520.82350277854,0.590535327460473,0.6198954946031476,0.47847483704473787,AI,26.91469944233198
2703832.3233110816,5579785.063258976,8.558138588846203,28,2.9144684738119957,0,556152.1721427201,0.9171568672640467,0.561731202660988,0.8509553480166392,Fintech,14.881495506564427
2231840.713739967,4019158.2923437497,19.82359010834952,16,1.629438952037521,0,1226166.9753215692,0.3368481855638971,0.7274941805302243,0.36530717059556417,HealthTech,36.06029153568338
229846.21310423897,1742353.5634909596,3.5676592438294907,11,2.223832950554472,0,873311.2155259926,0.6181630257239878,0.6406776481239886,0.24786598951422306,Fintech,26.34695366408662
2803934.434144434,5102426.42520965,13.482090004043297,40,2.0564529144737453,0,623236.2098213111,0.4435474658844326,0.35110564247978493,0.2778006716922704,SaaS,22.79833625622698
2678762.8309164736,3405538.5408685147,8.172323612851436,29,2.469706336150474,1,673541.927667644,0.75968558416596,0.6375947174972209,0.1379681851462381,EdTech,24.067423026911154
882288.7762897029,3805183.2722082958,4.725887573711054,33,2.723974992529716,0,1181727.1689195365,0.16801560684002503,0.3687304679469334,0.4265552699619676,EdTech,19.692620382925988
3771399.9664067607,16156568.199272208,6.11692640285349,11,2.217724184154965,0,388812.8437300484,0.6998072244613884,0.9642597701626218,0.08706021295518318,HealthTech,18.77804758682068
1241052.575139686,6262443.674249014,13.20829859910419,2,2.3577052014504054,0,1637223.6084706197,0.524482492712616,0.4726769433795528,0.6352829027011329,E-Commerce,26.171196890936898
2967675.1531812814,848751.8572682797,14.690172199641255,9,2.217638055794132,0,1223161.073771532,0.4886802191385255,0.3434730699478956,0.6784550341205999,AI,24.163385035546224
7319561.385429733,2297835.2975646043,12.160538369854674,22,1.7901670329356933,1,733273.8264176378,0.5676723355567581,0.8725285279606683,0.23985348687189173,SaaS,13.599239519970858
8451405.319544991,25127222.09652709,9.97365367275334,2,1.9447580119020282,1,905038.0794888715,0.42732239161563035,0.7159122284952955,0.6311268438215215,HealthTech,18.11585615717501
12577455.00286293,3751132.175886694,10.31337418965747,18,2.4076283834842807,0,364608.95609270746,0.30386567889855637,0.6328781405954604,0.40238401263429746,EdTech,34.31484382470194
1695086.8553454007,12413685.469720341,6.481296511089964,25,2.2597001318956145,0,1088698.0573184702,0.8925037673663201,0.5352416591426798,0.07700933770755919,AI,24.6732580372433
1457004.4730335295,3062462.179634934,3.471738919922414,3,2.3410334177627625,0,0.0,0.806968807321627,0.654473951054848,0.321531293990879,E-Commerce,6.5040273936111
4206860.094798153,4323087.906498798,23.913011413420367,24,2.2938515706310074,0,1408387.9336003955,0.7750170402496308,0.850345001713039,0.3696692703406788,E-Commerce,24.344894648342354
4039863.850754169,10839414.636961324,9.705797534253497,15,2.2570386119348997,0,1476026.826569945,0.19964454187619063,0.43465899061662105,0.30439591650963854,EdTech,12.79487483151692
832947.08862012,1572024.9248108934,10.994476727405848,31,1.977469674404649,1,971522.7293932355,0.8598347242882699,0.404808236777019,0.2723562790196379,HealthTech,26.48443724015007
3550987.2509148214,3233522.203534445,15.508318240447835,9,2.0939576746058663,0,392054.5379479347,0.3373044104262623,0.7371498070549324,0.4122619044455055,EdTech,16.154456476199634
1818348.0040473372,8059927.229785351,0.5963107731403845,5,1.6385567790523663,1,1141293.4914596484,0.8034634480922453,0.37196781617475383,0.22011603118236844,EdTech,18.912554188040108
3249023.140521128,2813284.464338136,13.390718632273135,21,2.4888836945424626,1,190064.00280411507,0.2005462889318289,0.8003490795303014,0.7969312733154841,HealthTech,23.712771072851595
371813.67499578913,3538550.920470472,16.654191131752647,37,2.3581487860507258,0,553434.6892075686,0.6522902583341309,0.5401470592229487,0.24623302356779597,Fintech,36.61877206159251
5512031.54815597,1564879.968784489,16.275096621486394,26,2.3212728121020265,1,1317685.5714306387,0.7980028472608671,0.727381256674442,0.5851978520005264,SaaS,15.614190111859461
2137738.322895959,2094962.9640423385,5.600795211799897,36,2.964497670442852,1,1127606.7084279372,0.9201250241905314,0.602410636120365,0.5506993192244448,SaaS,18.116059650403002
2093498.8928332215,1153000.5848954096,11.744014440917015,19,2.9987805833223202,0,1005722.719545733,0.6997574619602166,0.6088424756208396,0.4492715038011131,Fintech,18.757989512990832
1730729.0781515078,1799683.537083238,5.748422305384268,25,2.2956323299666175,0,938657.6812524364,0.8491402771799847,0.8118447477792642,0.7564592107213097,HealthTech,20.819989751921167
747635.6619792418,4306706.099331756,13.896400171825816,32,2.649989825171042,0,377897.0605695653,0.5861786805978204,0.643446238962105,0.44947918865264896,E-Commerce,18.96945039037347
2489509.680211869,2184360.8069978994,8.85966958137313,23,1.8990037099353976,0,1136602.0114260614,0.4221141997816851,0.5037517752269175,0.8594442349791156,E-Commerce,11.502977308017426
371141.7566778478,3346039.4720995263,12.154586390163495,18,2.7070949144642507,0,1197966.9372154118,0.9622876403607147,0.3744438470216572,0.4050483720525262,EdTech,11.92580835230967
886546.2357566662,2518037.5245105624,19.13742641842252,38,1.9320303874799263,0,1017788.2384923124,1.0007382053402163,0.5813402700693017,0.532764456511536,EdTech,18.23843849125722
4265871.336594075,1856471.824929339,16.84498935137929,16,1.8551249085493955,1,1015542.7938855764,0.7057151829023612,0.6027970443730585,0.5841457816513587,EdTech,22.913830996962464
346878.46775525284,5571963.899161227,7.089902900848497,5,2.070794378070659,0,653246.9177138596,0.8162063715335949,0.3315649667258186,0.3982640628068603,E-Commerce,8.895800886681405
2548404.0442070924,1459618.4739190384,15.621413387281141,20,1.1540268733440449,1,993840.3535353444,0.6058065364427292,0.5793159772850732,0.4930043858674455,EdTech,20.44120125719757
4652357.548981158,1343939.8965897153,6.1401420354960266,9,2.2444583335843538,1,784330.2808802448,0.14966003116806914,0.25920142747792485,0.2917408193009971,HealthTech,25.005614449545064
2052815.8842980026,2547448.77350761,17.246698052717036,13,1.6688410202622286,1,232178.9650369404,0.7279383410640005,0.6205106367452533,0.46313937752045814,E-Commerce,27.5735404278391
1132585.1251781583,16991750.78688324,10.872842753859503,7,2.1349597904974127,0,624122.07609325,0.7294066600030983,0.711116417730025,0.34445807493643543,Fintech,27.098368310960463
7222210.16388924,4992916.299137209,18.817143560428494,2,1.9410467256857689,0,1059612.930563696,0.5357101561606525,0.5667684316100535,0.9705437200510123,Fintech,18.03538830961116
2877444.3666449715,2714679.7159820134,12.37856643978417,20,2.32416203298658,0,1823696.9988016647,0.7119240163818334,0.7179093772071204,0.21228387270360827,SaaS,27.623965488494772
4322617.910918166,3872023.4599670614,16.431969797839763,24,2.700153129129661,0,822150.8422144826,0.7171682513866048,0.013881124829444813,0.5957214340962623,SaaS,0.0
420366.79616453423,4692212.98408511,14.387646686333976,8,1.7439489790605307,1,757984.9342136619,1.098584062480597,0.5996160293647308,0.6020090442203168,Fintech,25.229227604286223
804430.9543078705,2994291.0150228012,11.821946319049545,6,1.9720839643295884,1,1462178.878593717,0.6569223748370512,0.5434408501704859,0.47345451734435595,HealthTech,26.900201386194073
3454308.2557331496,1469202.3861837923,6.792061836893641,31,1.8938315638976349,0,1221906.3546915522,0.7426739612065374,0.2938569485486587,0.5573704288659016,SaaS,21.009375669732677
3501784.7861509454,1062977.7454810834,13.655200774980978,16,1.8586049206376778,1,1739637.255337115,1.0088740109200718,0.8629615743011809,0.47256645459245405,SaaS,26.56994727539196
3953613.720555089,3601793.0880500707,12.653820939557722,28,2.070358676987034,1,792763.4670820708,0.7767820755467485,0.6005986582399911,0.5850524942170845,SaaS,25.94649680305691
3916164.7285724697,4426297.80534481,5.825934565442607,34,1.849627628121542,0,477478.14520684886,0.4457909678643356,0.6104346637315067,0.4315373736134407,Fintech,20.563833164279796
3463297.642228842,4290441.884390565,13.580239353221431,24,2.408067334001119,0,817780.8738677694,0.21395798710210523,0.6072119853595591,0.4988417569439137,E-Commerce,32.98280708382636
2379729.8800450433,2190654.9874022743,14.425805562728689,14,2.0993036742783255,0,721114.3270052882,0.8111357278485002,0.7354802737384605,0.26130204571729465,AI,29.99434253404697
3718049.3142833775,3546744.540576675,8.188382709861738,11,1.831168711548489,0,522187.416299301,0.737502449723974,0.35164889422432144,0.44898285389028775,SaaS,14.56316340164716
574017.9290150031,10613227.443783276,12.7492120699364,24,2.159173956694102,0,923157.4478189911,0.9408100362914917,0.5087057711550556,0.7830586430448119,Fintech,11.850901071453197
1878104.0431213386,1386689.705767962,14.2751186017376,34,2.061321910089573,0,442691.51846603665,0.6041414692895384,0.2814411480556944,0.2717805033202932,EdTech,18.497847434692556
24848048.471934132,2044639.2620910888,19.176500783227198,22,2.024376176626812,0,1030958.2418399795,0.6720791451224437,0.5183333674346662,0.15047258505028732,Fintech,16.25183487855589
3569443.984377584,2619882.2393952333,9.019555501719168,20,2.4974661264578137,0,671972.5316795163,0.89525859112979,0.9158371005963264,0.6236391638307133,EdTech,24.119859907571414
5482596.632599876,5342901.105993497,14.991735235374414,25,1.5513311627264783,0,322093.01443672297,0.491080108974989,0.8607130135616174,0.7100550406735494,HealthTech,31.228521986963443
1552680.0412755741,1300424.0050420947,10.797814014648285,21,2.1394943581700048,1,819364.7874982773,0.7204068943605849,0.40227457011307877,0.6125793195109532,HealthTech,21.427186932308572
1603587.033811302,2821161.9661686267,10.64922435331452,37,2.0507769988460605,1,0.0,0.47115852960410454,0.5473853151087295,0.3285368309558393,Fintech,33.24188455544575
1709234.2174862814,9163652.47929273,12.30852317025184,20,2.0556017761437495,0,1859397.5015249297,0.18607785464975635,0.1996908511122642,0.36420729223597154,EdTech,25.356914648581213
3035171.469441795,2403900.7049708767,17.095218466208813,30,2.192028915635783,0,1136322.6317160644,0.5377033946434233,0.7395633678000009,0.5276532806446694,SaaS,26.158579300717314
7464419.439779915,460147.46683563443,4.911579149202152,8,1.9183696762155973,1,246337.17611347628,0.45296839353783475,0.42783166429528596,1.0,Fintech,26.696235510955667
1429413.8723312288,1303595.5368773006,2.4593479338736657,18,1.6010740083779873,0,199897.07547826134,0.49760510833794847,0.6297254190605661,0.5915523994459844,EdTech,15.883184086773404
604139.2001922404,6476874.256375977,7.998941516990748,26,2.0946806616909037,1,841901.147709406,0.7230727484127535,0.7225930760949197,0.46475302563889537,Fintech,33.96228103911862
1573812.055601579,5957118.504367842,21.668967425940934,39,1.4860000595887515,0,1742459.3933669254,0.4383437898324726,0.3354917733416642,0.37845146732523827,AI,31.05345168297238
1808200.9597288235,1942621.8810357233,8.628937691377455,12,1.660245185670529,0,1148755.5355927774,0.8273518108809478,0.5021845063762153,0.4535108307034878,EdTech,9.616796797837214
573659.7048688562,767969.3143173971,0.7510811102419623,8,2.7624778396908156,0,1645281.881160587,0.732196515380175,0.7565117651430319,0.2747757511738562,AI,31.473774840321582
3820312.603711485,2060959.4117673351,14.79770185308083,25,1.8252236894349587,0,407935.83405086386,0.6673011083842924,0.6654019737578629,0.3018685423855214,Fintech,21.724687102328584
3458590.3239741307,11313464.195368715,18.384904160990217,9,2.9417931047690113,0,1522436.4062272138,0.6635973252102177,0.5175701243086065,0.04807578505626681,E-Commerce,27.71048129277088
487260.9490471857,7087472.795789636,19.583963285696242,12,2.2509853712596355,0,685757.6349316052,0.8048989407730743,0.5922923476313174,0.9349120104827529,HealthTech,14.408438773171563
2164439.6671302756,6178724.445929657,9.764211713350267,19,2.0422505603505328,0,1331040.7672908762,0.7800498011156729,0.7187109389811133,0.8842414134794112,E-Commerce,26.211903746086602
1414872.2172280822,4405841.6001106305,8.881996553708937,20,1.8001252754405677,0,1181849.0751714814,0.6063941743791156,0.8387237143712754,0.0,AI,17.95946403367978
2093654.3780041626,3994212.6751814727,5.368019483407256,19,3.0,0,1084853.272571406,0.5621892179790124,0.5210854296261211,0.0,HealthTech,31.84145816576122
4243652.0865478935,926810.6274199449,8.69291553846592,8,1.6173244025956184,0,0.0,0.7728540876714128,0.7507710139867364,0.4372243529907719,EdTech,0.0
6014066.744715533,354195.5977061153,10.262382939032404,8,2.502285150792418,0,1201977.0103678058,0.7630920838338187,0.967245167946004,0.4492645140811574,AI,30.051188285805143
520971.2145291816,8472454.826204749,8.197455759643177,14,2.088876102575395,0,1114385.014464469,0.8434932545850022,0.6585867646994583,0.10277560895531873,E-Commerce,19.99866912510871
365788.32959022216,1383583.1657037907,16.3827180204076,22,2.305985791063377,0,1234276.3892531013,0.7815776020866358,1.0,0.4465488604773773,E-Commerce,20.01782856501862
2913940.242297215,4644493.226937109,9.366423040268959,9,3.0,1,633857.3092989621,0.8331860604559198,0.5781709696877331,0.4367796384205422,HealthTech,28.626573178950157
2723325.994933151,15102394.210233063,14.330888310986554,16,1.846447359785879,0,873018.6609761094,0.5744386934483456,0.7832622882149134,0.06669772419775422,AI,34.463074832672746
1408846.9014339114,4419593.266015917,6.365060448995681,33,2.7228174800859364,0,242622.61210323032,0.8158242142132106,0.6809710175271417,0.09868218821685809,SaaS,22.613971697316043
3270546.8013776904,3767073.85985952,13.4561570842369,34,2.7130169549553402,0,841280.722581159,0.6170697944912098,0.24958028545460575,0.523545764558078,SaaS,28.63635286684577
745707.6604935867,4278532.996396933,7.420882613517811,13,2.8386968170850175,1,1231106.2445053123,0.27575637678780257,0.972463512278976,0.6506631115766247,AI,35.421506617592456
557469.1887354886,8419193.46311688,10.380076122517849,17,1.8541721925172578,1,1347335.3058142043,0.7011813700208446,0.730349628280608,0.4978013276286071,E-Commerce,26.665004970068225
1360055.5880831247,19458323.367602862,4.160347917847507,32,2.7839537253604854,1,2114636.8052779865,0.8490980565890637,0.7942278013645823,0.5070055467564691,SaaS,29.60497176229352
2817829.700011559,10028574.43800967,12.906571089307098,10,2.51221353119249,1,1327329.7642238932,0.7990997813049966,0.5458143739684383,0.2677527082173551,Fintech,22.09760360690921
455013.8224069029,3951314.5905242707,11.582756083867032,15,0.6221905878274652,0,1560420.3257015834,0.5170747999873738,0.6721183355313682,0.15232864250618594,E-Commerce,29.303561944082894
2574166.5166659034,21012411.260330576,19.582200502947018,16,1.8033899075648205,1,1254949.1242382678,0.6289551731498257,0.5209511709993057,0.8667953126772605,AI,24.136580976631617
15707206.594091164,3515154.5501261367,20.926591971123635,23,2.581480286624724,0,573120.3887062941,0.7419411910029975,0.7977106484930631,0.5100641255001157,E-Commerce,15.611368333474813
548848.232111399,794844.9233565384,12.547426797235438,31,2.0932921065375956,0,904619.7698327256,0.6174402006734786,1.0,0.13571552177011093,EdTech,23.875838937175896
9205092.417198416,4685497.570715178,14.816565367582124,21,2.2649717693286324,0,595256.8405536169,0.82561171578164,0.32539939662289213,0.5820919932078845,EdTech,14.756338433533557
1942688.2198526922,1986664.9332891027,6.641493365691279,16,1.5480056823141695,0,424957.2529238183,0.7923954045982103,0.36370418641423596,0.35842627110474845,HealthTech,10.650709362033535
6534667.7098863525,4257667.173910067,10.941330987278029,24,1.046403826335156,0,1998757.0889023812,0.6764693012805345,0.6135826338338671,0.637032094910549,HealthTech,27.561260443161895
436221.8252190678,3867941.5832501124,8.425617190512451,33,1.9424128050573881,0,365993.04157800146,0.10006479607388497,0.5531748925434175,0.45290396818390416,SaaS,21.98626019399357
5235595.425276412,8527577.39541607,11.148057883219444,2,2.408640790246129,0,1154695.7850784725,0.8462959498616232,0.36703438070779193,1.0,EdTech,5.4747822681266385
434254.9465371943,1553138.4530978398,19.58184323362668,17,2.519961302566399,0,947520.9219999136,0.922770064986538,0.5526682350696199,0.05481547310913237,HealthTech,19.82104665444006
3256203.6682806024,4485709.724942136,4.164708748822809,12,1.8091393253988768,0,312043.20569922426,0.5243257783761043,0.45427790294809445,0.6928833149404798,AI,21.959891207987454
1393270.1720159894,3656216.5808174624,7.917124462722125,8,1.6298893955371416,1,418263.10010386445,0.682411911812575,0.7459431347567417,0.10322542480043956,SaaS,22.637770327901638
1626689.9201940373,4296051.695189993,11.93530615948206,5,1.4688053505714174,1,1514390.4598727548,0.20716252579139943,0.669145315960316,0.7974055013219108,HealthTech,27.140102062994753
1053088.4937061665,2971290.8339374578,3.895432408459243,2,2.5713829006126376,1,772236.0774982848,0.37271154934596135,0.3180060593832248,0.4565405749763459,AI,21.682823488085567
2786157.315578487,4695103.594248191,13.604248231623036,22,2.8888841024659433,0,972532.5668985412,0.8765379641039178,0.8529079618676072,0.14455908766385678,AI,28.518882624560984
3132278.3174576433,3821717.264254718,10.911576532826716,16,2.244109531545162,1,978710.6894777779,0.6657197412230075,0.46438569430130017,0.6330323434703595,EdTech,37.16068068097455
400597.324959438,4236339.036102226,8.199049556905472,25,2.1232787366639307,0,1587753.2882543898,0.6884842235536363,0.8264104576828356,0.0,EdTech,36.30401013500388
5230717.522212797,1231938.3781961969,7.846150591973322,21,2.0914810553312684,0,1542257.5804649831,0.2969559369394302,0.7947638143434618,0.5020704774894817,E-Commerce,26.683831862847857
527548.6085799317,4888709.568491822,-0.070539255155186,26,1.3539470822635042,0,940415.5813360398,0.8839076294587768,0.564268966197222,0.3264653597135836,Fintech,12.434738061253034
3212844.6043294794,2401240.4471659097,10.817767900177433,4,2.2942371004257707,0,1375898.2329177281,0.6757243184982532,1.0,0.22496611156892354,AI,30.266487640488617
10003633.458665594,8479073.224510716,8.518939742100502,22,2.1009996782075437,1,650659.782007585,0.6321359194598531,0.2803895249446572,0.5337808629670205,HealthTech,24.516435821679714
463450.1924104433,7208889.608667342,13.822625189964011,12,1.959699776580968,1,487294.9361110478,0.5424377307285722,0.8456841624560303,0.3401241522781311,HealthTech,31.750893536937465
1221408.6935328087,3986236.252942681,11.29302248928099,28,1.832594330890721,0,922375.019097606,0.3736101937272735,0.4936245012114485,0.18773500733048681,AI,30.370389941897546
16804308.923414554,814091.7257968565,13.018165893549007,8,1.8532993298086609,0,0.0,0.6973652233576055,0.9805814924548335,0.3866404254078518,EdTech,19.30267935951709
4987421.116491435,2867173.3300479637,9.095199057342583,2,2.4204953596974867,1,493658.0743059191,0.6753193420555388,0.4832639286387637,0.3678934672211186,AI,27.948238279703137
5088958.534464686,1068590.5226280603,8.686492958223681,39,2.6636773808212113,1,529734.8922493918,0.5441455386600214,0.6146550629171392,0.5093808080848996,HealthTech,28.29639334635245
1928495.527223209,2753820.869046025,4.790106321799936,14,2.5573120269934235,0,905222.2442303607,0.48604921424583125,0.6222700858796223,0.40284170473329545,HealthTech,34.76919211859385
608880.4066462674,5592754.111885312,8.126740718689685,14,2.256909510053561,1,1446427.9081614777,0.49509798769732094,0.47621068948172735,0.3359072766129728,AI,26.772260405049785
5332188.967894426,5406092.059934711,20.549719770060356,42,1.5846414840338303,1,411899.8416782835,0.4944788144503466,0.4739834979488661,0.2357112814654314,SaaS,19.56023966655424
663280.6106570612,6412126.7959794095,7.411232312912429,48,1.8743077745178025,0,352329.40776698245,0.991218351625528,0.8239001361605832,0.5742289676840281,Fintech,9.467879594174608
2396692.428390669,1332883.452941068,19.311776317366803,28,2.1477195192438683,0,508292.0106704847,0.7875522263199746,0.8425767383446312,0.777292452873033,EdTech,7.898129758953946
4945376.683875835,867465.9571321692,11.960477423133819,22,1.9496177075766326,0,837150.9449631356,0.5845389139489953,0.5703855190904491,0.3591321436437326,E-Commerce,17.901926722739262
1913155.145742055,4657380.315514865,10.477866185716664,15,2.146177019127229,1,1238517.563613229,0.6498873805754083,0.6079387053195123,0.740183576898616,HealthTech,13.130605384878617
2536823.994651633,3250458.1574621643,12.850884715959662,15,2.4321768371199655,0,1241991.1469757636,0.5978343083190834,0.17846212247711934,0.692309052009282,AI,28.399317612332304
3541647.4945397964,1617328.1542004212,15.368971968338789,28,2.879408123899543,0,886772.7077279307,0.7994544102286911,0.6114820142876315,0.2206680994871813,HealthTech,29.951891781199883
2146108.170837036,3896806.5476796287,10.706470491571348,34,1.6496539081436619,1,1005492.7567637628,0.8257908055401786,0.30052536598109264,0.1724258125586402,Fintech,9.604210851205092
2041970.2381101707,1336220.0749005831,10.077249449910417,26,1.7792286396085768,0,850331.046124139,0.7844228630192874,0.6950256134696018,0.3270165759563475,E-Commerce,17.904131692217327
2825057.2369613033,1069209.7196625837,15.278090305856914,9,2.806256534980503,0,1144942.7379592005,0.6814465686872387,0.558193548794516,0.6696309878500071,Fintech,20.566190065191567
